,index,start_time,end_time,text,wav_path,alignment_path,emotion,valence,arousal,dominance,gender
5580,Ses03M_script02_2_M025,251.3687,253.9658,Take off our shoes?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M025.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M025.wdseg,xxx,3.3333,3.0000,2.3333,M
5581,Ses03M_script02_2_M026,254.0569,258.3529,What?  Do you want me to breathe in your ear?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M026.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M026.wdseg,xxx,2.0000,2.3333,2.6667,M
5582,Ses03M_script02_2_M027,260.9368,276.8950,Do you want to get married again? What? What?  Do you want a divorce? A vacation? What?  A carpet?  A poodle?  A basket of fruit?  What?  A suicide pact?  What the hell do you want Carla?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M027.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M027.wdseg,ang,1.6667,4.0000,4.0000,M
5583,Ses03M_script02_2_M028,279.8909,283.0347,Welcome to the human race.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M028.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M028.wdseg,ang,2.3333,3.0000,3.3333,M
5584,Ses03M_script02_2_M029,283.1030,293.0584,Do you think that this is what I had in mind?  That four years down the line that we'd get married and come to the beach and argue with each other over fish?  No.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M029.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M029.wdseg,ang,2.0000,4.0000,4.3333,M
5585,Ses03M_script02_2_M030,293.1040,307.9800,I was just like you.  I thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M030.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M030.wdseg,ang,2.0000,3.3333,3.3333,M
5586,Ses03M_script02_2_M031,308.1000,316.9332,...and you know?  Baby the jokes on us.  Because you know what you get?  Do you know what you get Carla?  You get this.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M031.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M031.wdseg,ang,1.6667,3.3333,4.3333,M
5587,Ses03M_script02_2_M032,318.9835,321.2844,Yes it is.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M032.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M032.wdseg,ang,2.0000,3.0000,4.0000,M
5588,Ses03M_script02_2_M033,324.8155,326.7292,Right.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M033.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M033.wdseg,ang,3.0000,3.0000,3.3333,M
5589,Ses03M_script02_2_M034,331.3310,334.4520,No.  I know.  Me neither.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M034.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M034.wdseg,xxx,2.6667,3.0000,2.6667,M
5590,Ses03M_script02_2_M035,344.6125,347.4575,I'm trying to do the best I can.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M035.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M035.wdseg,xxx,2.3333,2.3333,2.3333,M
5591,Ses03M_script02_2_M036,356.7321,360.3999,Maybe if you were with someone else too.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M036.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M036.wdseg,sad,2.6667,2.6667,2.0000,M
5592,Ses03M_script02_2_M037,360.5366,365.3662,I know.  But I know I don't make you happy.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M037.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M037.wdseg,sad,2.3333,2.6667,2.3333,M
5593,Ses03M_script02_2_M038,369.6719,372.1323,Yeah?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M038.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M038.wdseg,xxx,2.6667,3.0000,2.3333,M
5594,Ses03M_script02_2_M039,384.2064,390.9041,"Actually, now that you mention it, no I don't.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M039.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M039.wdseg,xxx,2.6667,2.3333,2.6667,M
5595,Ses03M_script02_2_M040,401.0873,404.5045,It seemed like a good spot to me.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M040.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M040.wdseg,xxx,3.0000,2.6667,2.3333,M
5596,Ses03M_script02_2_M041,404.6184,407.8450,I mean look at the view of the moon we got from here.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M041.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M041.wdseg,hap,3.6667,2.6667,2.6667,M
5597,Ses03M_script02_2_M042,416.2368,420.2919,"Hey, look what we got here.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M042.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M042.wdseg,hap,3.6667,2.6667,2.6667,M
5598,Ses03M_script02_2_M043,421.9549,424.4075,It's not champagne.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M043.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M043.wdseg,xxx,4.0000,2.3333,2.6667,M
5599,Ses03M_script02_2_M044,428.3109,432.9811,Are you still cold?  Do you want to go home?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M044.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M044.wdseg,xxx,3.0000,2.0000,2.3333,M
5600,Ses03M_script02_2_M045,445.1235,451.2517,Shh.  If we're very quiet the fish might come.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M045.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M045.wdseg,hap,4.0000,2.6667,3.0000,M
5601,Ses03M_script02_2_M046,454.4866,457.2204,Or not.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_M046.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script02_2/Ses03M_script02_2_M046.wdseg,hap,3.6667,2.6667,2.0000,M
5602,Ses03M_script03_1_F000,014.1800,015.7750,Do you think it's them?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F000.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F000.wdseg,xxx,2.5000,3.0000,3.5000,F
5603,Ses03M_script03_1_F001,016.5000,020.2350,And nobody knows we're here except for Freda and she wouldn't ring up.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F001.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F001.wdseg,xxx,2.5000,3.0000,3.5000,F
5604,Ses03M_script03_1_F002,021.4000,023.8275,What are you going to do?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F002.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F002.wdseg,xxx,2.0000,3.5000,3.5000,F
5605,Ses03M_script03_1_F003,026.7100,028.8600,Now and always sweet.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F003.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F003.wdseg,xxx,3.0000,2.5000,3.5000,F
5606,Ses03M_script03_1_F004,029.8400,032.9050,"I mean, it was, it's bound to come out sooner or later.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F004.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F004.wdseg,xxx,2.0000,3.5000,3.5000,F
5607,Ses03M_script03_1_F005,038.0000,042.6425,That sent shivers up my spine.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F005.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F005.wdseg,xxx,5.0000,4.5000,3.5000,F
5608,Ses03M_script03_1_F006,046.2200,048.0100,Behave exquisitely.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F006.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F006.wdseg,xxx,4.0000,3.0000,3.5000,F
5609,Ses03M_script03_1_F007,049.4700,053.5200,Certainly.  And I shall probably do a court courtesy.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F007.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F007.wdseg,xxx,4.0000,3.5000,3.5000,F
5610,Ses03M_script03_1_F008,058.0900,061.2300,What is so horrible is that one cannot stay happy.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F008.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F008.wdseg,xxx,4.0000,3.5000,4.0000,F
5611,Ses03M_script03_1_F009,062.7200,066.4800,"It's true.  I mean, the whole business it's a very poor joke.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F009.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F009.wdseg,xxx,3.5000,3.5000,3.5000,F
5612,Ses03M_script03_1_F010,069.3000,071.8175,Yes.  I mean just that.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F010.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F010.wdseg,xxx,4.0000,3.0000,3.5000,F
5613,Ses03M_script03_1_F011,079.1602,082.2426,Don't laugh at me.  I'm serious.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F011.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F011.wdseg,xxx,4.0000,3.5000,3.5000,F
5614,Ses03M_script03_1_F012,084.7800,086.1800,Who's they?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F012.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F012.wdseg,xxx,2.5000,3.0000,3.5000,F
5615,Ses03M_script03_1_F013,098.6900,103.2750,So if I'm to laugh at everything then I must laugh at us too.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F013.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F013.wdseg,xxx,3.5000,3.5000,3.5000,F
5616,Ses03M_script03_1_F014,106.5500,111.1300,How long will it last?  This ludicrous overbearing love of ours?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F014.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F014.wdseg,xxx,3.0000,3.0000,4.0000,F
5617,Ses03M_script03_1_F015,112.9900,115.5200,Shall we always want to bicker and fight?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F015.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F015.wdseg,xxx,3.5000,3.0000,2.5000,F
5618,Ses03M_script03_1_F016,118.7200,121.6175,"Well, dear, shall we want that?",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F016.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F016.wdseg,xxx,4.0000,3.5000,3.5000,F
5619,Ses03M_script03_1_F017,126.3200,131.1025,"What happens if one of us dies?  I mean, does the other one still laugh?",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F017.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F017.wdseg,xxx,3.5000,3.5000,3.5000,F
5620,Ses03M_script03_1_F018,134.0100,135.9700,That's serious enough.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F018.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F018.wdseg,sad,4.0000,2.5000,3.0000,F
5621,Ses03M_script03_1_F019,141.6300,144.9700,Darling I believe you're talking nonsense.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F019.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F019.wdseg,xxx,3.5000,3.0000,3.5000,F
5622,Ses03M_script03_1_F020,168.5425,171.7825,"Elliot, worms don't pop.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F020.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F020.wdseg,xxx,3.0000,3.0000,3.5000,F
5623,Ses03M_script03_1_F021,188.3100,192.8100,Thank you dear.  The same applies to you...,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F021.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F021.wdseg,xxx,4.0000,3.5000,4.0000,F
5624,Ses03M_script03_1_F022,192.8400,198.5300,...only if you ever so much as look at another woman I'll kill you.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F022.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F022.wdseg,xxx,4.0000,3.5000,4.0000,F
5625,Ses03M_script03_1_F023,201.7400,204.2075,Which particular one?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F023.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F023.wdseg,xxx,4.0000,3.0000,3.5000,F
5626,Ses03M_script03_1_F024,208.6800,214.3925,"Charles, that was his name, Charles.  Oh, God he was so wiggled so beautifully.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F024.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F024.wdseg,xxx,4.0000,4.0000,4.0000,F
5627,Ses03M_script03_1_F025,216.2500,223.1175,Yeah.  I know you did.  You threw it out the window and into the Grand Canal.  I don't think I'll ever forgive you for that.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F025.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F025.wdseg,xxx,3.0000,3.0000,4.0000,F
5628,Ses03M_script03_1_F026,225.2300,228.5100,It went on intermittently for days.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F026.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F026.wdseg,xxx,3.0000,2.5000,3.5000,F
5629,Ses03M_script03_1_F027,234.2600,238.1252,I burnt a hole in my comb too and all the towels in the bathroom.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F027.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F027.wdseg,xxx,3.0000,3.5000,4.0000,F
5630,Ses03M_script03_1_F028,238.5875,244.0700,[LAUGHTER] Yeah.  That was the first time you ever hit me.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F028.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F028.wdseg,xxx,4.0000,3.0000,3.5000,F
5631,Ses03M_script03_1_F029,245.2000,250.5000,"The manager came in and saw us rolling on the floor, scratching and biting like panthers.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F029.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F029.wdseg,xxx,4.0000,3.5000,3.5000,F
5632,Ses03M_script03_1_F030,254.5900,258.7875,"How ridiculous.  How utterly, utterly ridiculous.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F030.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F030.wdseg,xxx,4.5000,4.0000,3.5000,F
5633,Ses03M_script03_1_F031,260.5700,262.9050,And much sillier too.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F031.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_F031.wdseg,xxx,3.5000,2.5000,2.5000,F
5634,Ses03M_script03_1_M000,012.3161,014.7672,Good God.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M000.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M000.wdseg,xxx,2.5000,3.5000,4.0000,M
5635,Ses03M_script03_1_M001,015.4600,016.8200,I wonder.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M001.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M001.wdseg,xxx,3.0000,3.0000,3.0000,M
5636,Ses03M_script03_1_M002,019.8700,021.7625,Well it must be them then.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M002.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M002.wdseg,xxx,3.0000,2.5000,3.0000,M
5637,Ses03M_script03_1_M003,023.5900,027.0800,We're fine right?  Aren't we?  Whatever happens darling.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M003.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M003.wdseg,xxx,3.5000,3.5000,3.5000,M
5638,Ses03M_script03_1_M004,028.4300,030.1525,I don't care then.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M004.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M004.wdseg,xxx,3.5000,3.5000,3.5000,M
5639,Ses03M_script03_1_M005,032.5600,036.4600,Hello?  Hello?  What?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M005.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M005.wdseg,xxx,2.5000,4.0000,4.0000,M
5640,Ses03M_script03_1_M006,036.4800,038.3300,"No, wrong number.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M006.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M006.wdseg,xxx,2.5000,3.0000,3.5000,M
5641,Ses03M_script03_1_M007,042.3963,046.5675,What are we to do if they suddenly walk in on us?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M007.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M007.wdseg,xxx,3.5000,2.5000,3.5000,M
5642,Ses03M_script03_1_M008,047.5700,049.8600,With the most perfect poise?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M008.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M008.wdseg,xxx,3.5000,2.0000,3.0000,M
5643,Ses03M_script03_1_M009,053.0100,058.5350,um- Things that should matter dreadfully don't seem to matter at all when one's happy do they?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M009.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M009.wdseg,xxx,3.5000,3.0000,3.5000,M
5644,Ses03M_script03_1_M010,060.7500,064.3100,"Oh, darling.  Don't say that.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M010.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M010.wdseg,xxx,3.5000,3.5000,4.0000,M
5645,Ses03M_script03_1_M011,066.2000,069.6950,"You mean that, that sacred and beautiful thing love?",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M011.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M011.wdseg,xxx,3.5000,3.0000,4.0000,M
5646,Ses03M_script03_1_M012,071.6400,079.9448,What does that all mean?  That's what I asked myself on my quest for ultimate truth.  What does it all mean?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M012.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M012.wdseg,xxx,3.5000,3.0000,4.5000,M
5647,Ses03M_script03_1_M013,080.1200,085.1600,"[LAUGHTER] Oh, darling.  You mustn't be serious, that's just what they want.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M013.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M013.wdseg,xxx,4.5000,3.5000,4.5000,M
5648,Ses03M_script03_1_M014,085.7800,092.0600,All the futile moralists who try to make life unbearable.  Laugh at them.  Be flippant.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M014.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M014.wdseg,xxx,2.5000,3.5000,4.0000,M
5649,Ses03M_script03_1_M015,092.1000,098.9300,Laugh at all their sacred shibboleths.  Flippancy brings the acid in their damn sweetness and light.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M015.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M015.wdseg,xxx,2.5000,3.5000,4.5000,M
5650,Ses03M_script03_1_M016,103.0000,106.7300,"Oh, certainly, you must.  We're figures of fun alright.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M016.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M016.wdseg,xxx,3.0000,2.5000,3.5000,M
5651,Ses03M_script03_1_M017,111.1200,113.2375,Who knows?,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M017.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M017.wdseg,xxx,3.5000,3.0000,3.0000,M
5652,Ses03M_script03_1_M018,115.1300,119.4400,No.  That fire will fade along with our passion.,data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M018.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M018.wdseg,xxx,4.0000,3.5000,3.5000,M
5653,Ses03M_script03_1_M019,121.0200,126.2900,"Well, it depends on how well we've played.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M019.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M019.wdseg,xxx,3.5000,3.0000,3.5000,M
5654,Ses03M_script03_1_M020,130.5550,134.7850,"Of course, yes, yes, with all his might.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M020.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M020.wdseg,xxx,3.5000,3.5000,4.0000,M
5655,Ses03M_script03_1_M021,135.5100,142.1900,"No.  No it isn't.  That's very laughable, a cunning little mystery all done with mirrors.",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M021.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M021.wdseg,xxx,3.5000,3.0000,3.5000,M
5656,Ses03M_script03_1_M022,144.6400,148.7092,"Oh, and who isn't talking nonsense?",data/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_M022.wav,data/IEMOCAP_full_release/Session3/sentences/ForcedAlignment/Ses03M_script03_1/Ses03M_script03_1_M022.wdseg,xxx,3.5000,2.5000,3.0000,M
